id,scope,scope_label,model,domain,domain_zh,variant,variant_zh,measure,evaluation_metric,passed,judged,planned,missing,unique_tasks,posthoc_runs,rate,percentage,display_percentage,confirmed_lower_bound_rate_all_planned,source_hostname,source_path,source_file_sha256,updated_at
glm_full_first/physics/multi/M,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,physics,物理,multi,多变体,M,numerical_ID_and_OOD,0,103,104,1,104,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/chemistry/original/P,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,chemistry,化学,original,Original,P,numerical_ID_and_OOD,1,4,4,0,4,0,0.25,25.0,25.00%,0.25,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/chemistry/original/M,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,chemistry,化学,original,Original,M,numerical_ID_and_OOD,0,4,4,0,4,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/chemistry/single/P,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,chemistry,化学,single,单变体,P,numerical_ID_and_OOD,0,20,20,0,20,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/chemistry/single/M,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,chemistry,化学,single,单变体,M,numerical_ID_and_OOD,0,20,20,0,20,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/chemistry/multi/P,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,chemistry,化学,multi,多变体,P,numerical_ID_and_OOD,1,102,104,2,104,0,0.00980392156862745,0.9803921568627451,0.98%,0.009615384615384616,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/chemistry/multi/M,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,chemistry,化学,multi,多变体,M,numerical_ID_and_OOD,0,101,104,3,104,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/biology/original/P,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,biology,生物,original,Original,P,numerical_ID_and_OOD,1,4,4,0,4,0,0.25,25.0,25.00%,0.25,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/biology/original/M,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,biology,生物,original,Original,M,numerical_ID_and_OOD,1,4,4,0,4,0,0.25,25.0,25.00%,0.25,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/biology/single/P,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,biology,生物,single,单变体,P,numerical_ID_and_OOD,3,20,20,0,20,0,0.15,15.0,15.00%,0.15,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/biology/single/M,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,biology,生物,single,单变体,M,numerical_ID_and_OOD,2,20,20,0,20,0,0.1,10.0,10.00%,0.1,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/biology/multi/P,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,biology,生物,multi,多变体,P,numerical_ID_and_OOD,0,104,104,0,104,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/biology/multi/M,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,biology,生物,multi,多变体,M,numerical_ID_and_OOD,0,104,104,0,104,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/material/original/P,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,material,材料,original,Original,P,numerical_ID_and_OOD,2,4,4,0,4,0,0.5,50.0,50.00%,0.5,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/material/original/M,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,material,材料,original,Original,M,numerical_ID_and_OOD,1,4,4,0,4,0,0.25,25.0,25.00%,0.25,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/material/single/P,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,material,材料,single,单变体,P,numerical_ID_and_OOD,2,19,20,1,20,0,0.10526315789473684,10.526315789473685,10.53%,0.1,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/material/single/M,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,material,材料,single,单变体,M,numerical_ID_and_OOD,1,19,20,1,20,0,0.05263157894736842,5.2631578947368425,5.26%,0.05,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/material/multi/P,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,material,材料,multi,多变体,P,numerical_ID_and_OOD,1,102,104,2,104,0,0.00980392156862745,0.9803921568627451,0.98%,0.009615384615384616,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/material/multi/M,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,material,材料,multi,多变体,M,numerical_ID_and_OOD,0,102,104,2,104,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
